Sr. No.,District Name,Market Committee Name,Purchase Center Name,Storage Capacity in quintals,Type Name,Storage Capacity in tons,active_days,mean_cpns_pd,std
1508,Sangrur,lehragaga,Daska,111000.0,Purchase Centre,11100.0,29.0,21.20689655172414,15.938227429549972
1509,Sangrur,lehragaga,Dehla/ bhutal khurd,87750.0,Purchase Centre,8775.0,29.0,17.93103448275862,12.144754995125494
1510,Sangrur,lehragaga,Daula singh wala,57750.0,Purchase Centre,5775.0,29.0,14.0,6.745368781616021
1511,Sangrur,lehragaga,Nangla,81750.0,Purchase Centre,8175.0,29.0,19.03448275862069,12.402427062649268
1512,Sangrur,lehragaga,Fatehgarh,68250.0,Purchase Centre,6825.0,29.0,15.482758620689655,8.550775610831922
1513,Sangrur,lehragaga,Flera,90000.0,Purchase Centre,9000.0,29.0,16.413793103448278,12.8716666735767
1514,Sangrur,lehragaga,Bakhoran kalan,57750.0,Purchase Centre,5775.0,28.0,14.178571428571429,7.092267941234633
1515,Sangrur,lehragaga,Bhaiki paser,57750.0,Purchase Centre,5775.0,29.0,14.586206896551724,6.748106831757178
1516,Sangrur,lehragaga,Bhutal kalan,193500.0,Purchase Centre,19350.0,29.0,30.79310344827586,30.490489512943483
1517,Sangrur,lehragaga,Ratta khera,67500.0,Purchase Centre,6750.0,29.0,34.58620689655172,16.18534884521737
1518,Sangrur,lehragaga,Ramgarh sandhuan,43500.0,Purchase Centre,4350.0,29.0,12.137931034482758,5.090075342769878
1519,Sangrur,lehragaga,Rampura jawaharwala,36000.0,Purchase Centre,3600.0,29.0,11.96551724137931,5.355122771839861
1520,Sangrur,lehragaga,Ladal,37500.0,Purchase Centre,3750.0,29.0,11.551724137931034,4.939535886935647
1521,Sangrur,Dhuri,Isra,57750.0,Purchase Centre,5775.0,22.0,13.318181818181818,9.229282403288659
1522,Sangrur,Dhuri,Kandhargarh chhana,63750.0,Purchase Centre,6375.0,28.0,16.928571428571427,9.136530549184988
1523,Sangrur,Dhuri,Punwal,77250.0,Purchase Centre,7725.0,28.0,16.142857142857142,12.372952238247228
